vehicle_id,timestamp,segment_id,highway,length_m,speed_kmh,travel_time_seconds
1,2024-01-01 17:53:13.566622,290497,residential,35.040141183857834,22.667032181114962,333.90654917846416
1,2024-01-01 17:58:47.473171,177222,residential,116.86201816129918,7.718850072433551,3270.2016085256623
1,2024-01-01 18:53:17.674780,252091,residential,15.629151279034565,13.62595440901215,247.7548782959865
1,2024-01-01 18:57:25.429658,233834,primary,27.90012792148386,12.766672794914582,472.04371317803754
1,2024-01-01 19:05:17.473371,213717,primary,28.302952572320088,39.386360837255445,155.21712658049015
1,2024-01-01 19:07:52.690498,50210,residential,55.54612788564322,23.336379216945502,514.1313273906144
1,2024-01-01 19:16:26.821825,154475,residential,86.8674700053541,26.715321527890115,702.3450382795506
1,2024-01-01 19:28:09.166863,123846,residential,89.75252278343484,47.137795194977016,411.2739011452056
1,2024-01-01 19:35:00.440764,101727,residential,175.264984012208,42.45407109883874,891.7221733223237
1,2024-01-01 19:49:52.162937,299147,unclassified,15.458548430501436,25.209758868402787,132.45055132888947
1,2024-01-01 19:52:04.613488,21398,residential,111.39316493443644,22.263542687694546,1080.7320273936982
1,2024-01-01 20:10:05.345515,197015,residential,49.89773072548927,45.93182587618634,234.65015011070048
1,2024-01-01 20:13:59.995665,36,unclassified,668.8057050021579,46.85034942903597,3083.4782246241757
1,2024-01-01 21:05:23.473890,139035,residential,32.83827001780683,32.586927120656235,217.66600752453627
1,2024-01-01 21:09:01.139898,125902,residential,108.79954880492784,24.051721428755044,977.0902515845764
1,2024-01-01 21:25:18.230150,189440,residential,167.71346224959302,41.35087991410868,876.0661906387138
1,2024-01-01 21:39:54.296341,89947,tertiary,82.7244781507742,26.17108564362438,682.7568226968157
1,2024-01-01 21:51:17.053164,70075,residential,64.21059122800563,27.92690619464003,496.63530963953195
1,2024-01-01 21:59:33.688474,114489,residential,83.11817187370076,35.51941217490969,505.4567073438628
1,2024-01-01 22:07:59.145181,27373,primary,82.08775040130615,34.963132352702914,507.132882369202
1,2024-01-01 22:16:26.278063,123789,residential,147.97816998686685,42.192644037682456,757.555859467273
1,2024-01-01 22:29:03.833922,198884,residential,10.510821803422424,42.079887390675424,53.953031966581094
1,2024-01-01 22:29:57.786954,31358,primary,38.54426410274163,41.134200541181215,202.39997220456772
1,2024-01-01 22:33:20.186926,212880,secondary,207.6645233322457,34.35077751043201,1305.8084937420372
1,2024-01-01 22:55:05.995420,201977,residential,115.27331385216748,34.20317357560989,727.9744301219918
1,2024-01-01 23:07:13.969850,19182,primary,148.64773765835832,42.50916511016193,755.3173827572989
1,2024-01-01 23:19:49.287233,29247,residential,290.52144502120404,22.329658161880246,2810.2818085996196
1,2024-01-02 00:06:39.569042,9171,trunk,66.72052371663624,18.581295481956047,775.5989423228481
1,2024-01-02 00:19:35.167984,271538,tertiary,78.77061248514809,25.04279870675981,679.4149685913209
1,2024-01-02 00:30:54.582953,167718,residential,181.88249012675533,22.235757958743253,1766.821618596158
1,2024-01-02 01:00:21.404572,256625,residential,136.82321267687485,33.20558698305482,890.0253428221763
1,2024-01-02 01:15:11.429915,302313,primary_link,50.42175522475464,9.855171049503605,1105.1151800247624
1,2024-01-02 01:33:36.545095,201524,unclassified,33.92044427445649,48.701096947623334,150.44457768913065
1,2024-01-02 01:36:06.989673,80122,residential,88.65718525511055,28.921601810012604,662.1331743967999
1,2024-01-02 01:47:09.122847,110374,residential,61.88374169395511,30.715705270172553,435.18089812102215
1,2024-01-02 01:54:24.303745,40248,residential,198.40043803330684,44.153144583244156,970.5875995853146
1,2024-01-02 02:10:34.891345,291899,residential,97.21255455220475,42.02693201668062,499.6298986312417
1,2024-01-02 02:18:54.521244,12258,primary,4.081917640666528,26.095949074692662,33.78663132198628
1,2024-01-02 02:19:28.307875,219049,secondary,48.21761612282097,21.97389376090213,473.97175920913105
1,2024-01-02 02:27:22.279634,229608,residential,185.78508315570195,43.444611010956564,923.6951840013276
1,2024-01-02 02:42:45.974818,80142,residential,69.43630088369537,42.05937498811809,356.59685849148383
1,2024-01-02 02:48:42.571676,118144,residential,117.12602612994193,33.22314678311465,761.4938407016144
1,2024-01-02 03:01:24.065517,8116,tertiary,117.06216619931661,34.03433943606875,742.938700089931
1,2024-01-02 03:13:47.004217,114141,residential,261.095565127836,25.806499778696278,2185.365801299756
1,2024-01-02 03:50:12.370018,116567,residential,227.30911767342485,47.188272222831074,1040.486695202719
1,2024-01-02 04:07:32.856713,196772,residential,88.73088396226929,31.5003406414519,608.4337675583555
1,2024-01-02 04:17:41.290481,43844,primary,88.32945325715234,38.6543681448329,493.5835927276774
1,2024-01-02 04:25:54.874074,222021,unclassified,18.11463825151479,25.58455392082411,152.9345352057309
1,2024-01-02 04:28:27.808609,286544,residential,52.597424466615784,22.27651597366365,510.00092196735665
1,2024-01-02 04:36:57.809531,277477,unclassified,60.850424683482245,41.23792791437263,318.728228996472
1,2024-01-02 04:42:16.537760,34812,primary,15.29387975088814,30.06915668654421,109.86267625091484
1,2024-01-02 04:44:06.400436,228372,residential,196.45020750394696,46.692678879811105,908.7772609936876
1,2024-01-02 04:59:15.177697,19925,residential,74.56606912080322,21.808418767723094,738.5345586783718
1,2024-01-02 05:11:33.712256,143616,primary,19.319125576982145,46.47463591342718,89.7894312158027
1,2024-01-02 05:13:03.501687,134581,tertiary,35.73569641716703,38.529136380694474,200.3395650979537
1,2024-01-02 05:16:23.841252,20618,residential,56.68318691253887,31.884014634100765,384.00334818607155
1,2024-01-02 05:22:47.844600,50131,primary,252.5655143562521,34.31149151261778,1589.9673460971112
1,2024-01-02 05:49:17.811946,26689,unclassified,216.04502845782548,25.076913215203984,1860.9039217233942
1,2024-01-02 06:20:18.715868,299620,primary,14.352642449986618,30.202200703682603,102.64718123070749
1,2024-01-02 06:22:01.363049,55677,residential,112.61010869666566,44.585282130472976,545.556343173952
1,2024-01-02 06:31:06.919392,274735,primary,15.316630836837156,43.33121369524349,76.35124841010375
1,2024-01-02 06:32:23.270640,264537,primary,63.47473672686571,32.759247839907864,418.5243568474298
1,2024-01-02 06:39:21.794997,287181,residential,12.234066887111615,32.24064503688713,81.96357252135334
1,2024-01-02 06:40:43.758570,74218,tertiary,69.89668785013555,37.905642015728475,398.29650080493775
1,2024-01-02 06:47:22.055071,100309,residential,254.709131603456,31.35688840778417,1754.5482099776455
1,2024-01-02 07:16:36.603281,262037,residential,13.270003457107657,2.5273245143050453,1134.1324513379418
1,2024-01-02 07:35:30.735732,37842,tertiary,134.4176418334664,28.596245483342226,1015.3154774441155
1,2024-01-02 07:52:26.051209,77778,residential,76.6224000431381,21.000611884607434,788.0931517737636
1,2024-01-02 08:05:34.144361,45672,unclassified,67.5858738052586,8.696193691979751,1678.7285632103246
1,2024-01-02 08:33:32.872924,13697,residential,18.0691123232153,25.561160613863464,152.68979060746153
1,2024-01-02 08:36:05.562715,295809,residential,6.394080699588568,11.546127246897674,119.61772129977382
1,2024-01-02 08:38:05.180436,165199,secondary,71.74885583028566,10.08964914064499,1536.0051319238437
1,2024-01-02 09:03:41.185568,152223,residential,83.96826257016332,20.937522149395946,866.2507714972633
1,2024-01-02 09:18:07.436339,36123,residential,326.0728611323569,18.593975426573117,3787.879481863428
1,2024-01-02 10:21:15.315821,9513,primary,39.24844297375905,41.113435221230304,206.201783838151
1,2024-01-02 10:24:41.517605,139140,unclassified,37.84327329790309,10.260205842081149,796.6845069347115
1,2024-01-02 10:37:58.202112,67091,primary,6.563289697221885,47.975774163257206,29.549717525677078
1,2024-01-02 10:38:27.751830,122251,residential,58.69269678691337,34.32845851799776,369.3035764867406
1,2024-01-02 10:44:37.055406,149954,residential,116.67536615738919,42.999104637658526,586.1024154424906
1,2024-01-02 10:54:23.157821,211229,residential,131.72249652800005,45.00827855393868,632.1516877378589
1,2024-01-02 11:04:55.309509,69934,residential,112.11946985413387,31.599250921788496,766.4044172576924
1,2024-01-02 11:17:41.713926,29683,tertiary,27.091935859513626,26.628148941161292,219.76210808289608
1,2024-01-02 11:21:21.476034,274339,residential,21.492466296190536,44.277700530874185,104.84674371786986
1,2024-01-02 11:23:06.322778,195714,residential,15.284179226599825,22.688894526180967,145.50654766965664
1,2024-01-02 11:25:31.829326,257642,primary,51.079662718528134,21.4678038831116,513.9420504899309
1,2024-01-02 11:34:05.771376,63597,residential,99.28384473351721,10.890522199050794,1969.1719157699222
1,2024-01-02 12:06:54.943292,130975,residential,69.90219925779684,22.58859373553181,668.4291734342727
1,2024-01-02 12:18:03.372465,188450,residential,77.60546471999731,25.773365933782824,650.3915872915674
1,2024-01-02 12:28:53.764052,42855,primary,62.02235858052686,27.980449702491327,478.79249961450665
1,2024-01-02 12:36:52.556552,93370,residential,80.46390328625019,21.865745424787143,794.859849146864
1,2024-01-02 12:50:07.416401,281669,residential,25.91557742725987,31.626557386346697,176.99570193196897
1,2024-01-02 12:53:04.412103,54174,secondary,86.33505869231851,28.518476290244394,653.9049452624521
1,2024-01-02 13:03:58.317048,89316,residential,103.30777348425133,33.9781943036098,656.7293974838335
1,2024-01-02 13:14:55.046445,136249,residential,240.27561655779078,44.74088594096798,1160.0023576859899
1,2024-01-02 13:34:15.048803,72725,residential,159.89269483570845,21.376534357018734,1615.6417830738437
1,2024-01-02 14:01:10.690586,135865,unclassified,106.23233271812595,45.49631427880321,504.3525883547419
1,2024-01-02 14:09:35.043174,68340,residential,87.82684857835599,33.89472754871291,559.6917475044071
1,2024-01-02 14:18:54.734922,261103,residential,9.022127748548282,48.64092099966501,40.064611311530264
1,2024-01-02 14:19:34.799533,277472,tertiary_link,22.97168841495145,36.69528421769334,135.2185928903923
1,2024-01-02 14:21:50.018126,153779,residential,137.24048587576087,21.58746874738257,1373.2015224229847
1,2024-01-02 14:44:43.219648,124955,residential,125.21369564201513,42.1190838441765,642.1354832582557
1,2024-01-02 14:55:25.355131,169572,residential,157.26795011893148,47.9608626805647,708.2832819738852
1,2024-01-02 15:07:13.638413,24512,residential,160.62749029841714,5.164170898696,6718.510790031956
1,2024-01-02 16:59:12.149203,103679,residential,50.71219472704708,20.370190348872423,537.7384243072873
1,2024-01-02 17:08:09.887627,22161,residential,37.47977251789531,24.368018396037407,332.2236027686952
1,2024-01-02 17:13:42.111230,87582,residential,87.07362155230909,20.566185778340326,914.5060954913024
1,2024-01-02 17:28:56.617325,95313,residential,106.09705338573187,23.80324158689436,962.7664974814084
1,2024-01-02 17:44:59.383822,48893,residential,46.0479116990909,16.40404961362805,606.3349697955358
1,2024-01-02 17:55:05.718792,52944,residential,50.76696458000198,19.542858930311656,561.1085045633881
1,2024-01-02 18:04:26.827297,196523,residential,37.43954535749849,25.173803159365544,321.2443406355565
1,2024-01-02 18:09:48.071638,88263,primary,98.10750301534306,19.819012032245205,1069.2369840048705
1,2024-01-02 18:27:37.308622,217645,residential,32.30135436427239,11.2243809075734,621.6015475717865
1,2024-01-02 18:37:58.910170,143839,residential,72.01222848288847,16.70366237680109,931.2114314467348
1,2024-01-02 18:53:30.121601,241174,unclassified,88.05251303525552,28.272979670446247,672.703869111331
1,2024-01-02 19:04:42.825470,18587,residential,88.84032154948008,30.246741411046994,634.4322911981232
1,2024-01-02 19:15:17.257761,121889,residential,6.46994767533838,38.94561873309057,35.88359213011248
1,2024-01-02 19:15:53.141353,282863,primary,1951.9628407190019,9.626656516372513,43797.55036218738
1,2024-01-03 07:25:50.691715,231834,residential,29.845617362974725,16.173107611772856,398.60325579666835
1,2024-01-03 07:32:29.294971,33201,secondary,90.90824980725625,11.46181964087199,1713.1819007469107
1,2024-01-03 08:01:02.476872,182576,tertiary,27.17710224650582,15.3202400705475,383.16984970298
1,2024-01-03 08:07:25.646722,299426,tertiary,37.5989118814524,26.499245065255337,306.4753334064638
1,2024-01-03 08:12:32.122055,146550,residential,207.12717454439888,21.72161608438231,2059.67500428099
1,2024-01-03 08:46:51.797059,182032,residential,13.12105299340391,15.659875868973629,180.9814758615324
1,2024-01-03 08:49:52.778535,153837,residential,49.16770388674989,9.859665934249845,1077.1383239919066
1,2024-01-03 09:07:49.916859,218063,primary,40.51104610841731,19.681670271298117,444.59569938933856
1,2024-01-03 09:15:14.512558,223508,primary,102.67938360227653,26.23057504061074,845.530333351599
1,2024-01-03 09:29:20.042891,246493,residential,31.140657926846778,12.712102744125097,529.1321386863007
1,2024-01-03 09:38:09.175030,245561,unclassified,59.843391112724284,27.73907460223468,465.9914818970603
1,2024-01-03 09:45:55.166512,84054,residential,150.11541824761218,20.417886990351395,1588.06493330122
1,2024-01-03 10:12:23.231445,38773,residential,393.18472203804436,25.14342595599626,3377.737787557299
1,2024-01-03 11:08:40.969233,48374,residential,118.73240644289652,24.928603327516043,1028.7860677440171
1,2024-01-03 11:25:49.755301,137978,residential,29.83558670268085,34.05296466511794,189.2489182999228
1,2024-01-03 11:28:59.004219,268927,residential,37.948858935926495,42.1182814442337,194.6174736738302
1,2024-01-03 11:32:13.621693,225965,residential,55.22644040590437,5.965703134848253,1999.5817522319226
1,2024-01-03 12:05:33.203445,228405,secondary,108.24615291861883,43.08006340685455,542.7375723569953
1,2024-01-03 12:14:35.941017,109702,trunk,26.243404016207247,32.17444222904773,176.18254971279853
1,2024-01-03 12:17:32.123567,157658,residential,30.46980180850669,45.595187744701555,144.34587324190267
1,2024-01-03 12:19:56.469440,242330,residential,71.13544237535335,48.46447620313543,317.0416097901056
1,2024-01-03 12:25:13.511050,70723,residential,153.7092832824635,47.65183124977955,696.7456300887851
1,2024-01-03 12:36:50.256680,258081,residential,37.54462488891263,26.42700935595169,306.86934214819644
1,2024-01-03 12:41:57.126022,41186,residential,89.1931447203299,33.995401453846426,566.7154507866954
1,2024-01-03 12:51:23.841473,62971,residential,42.94148151149634,22.266952748881188,416.55273225247464
1,2024-01-03 12:58:20.394205,194444,"unclassified,residential",105.05775798775127,11.664656180069532,1945.4045944472073
1,2024-01-03 13:30:45.798799,35492,residential,194.38216702005099,38.27195090059203,1097.0579520596511
1,2024-01-03 13:49:02.856751,12597,residential,101.21308809001482,27.629135930977583,791.2671276459159
1,2024-01-03 14:02:14.123879,119695,residential,219.24025881001708,27.655054874402747,1712.3775786391896
1,2024-01-03 14:30:46.501458,298108,residential,48.32024654849366,24.427380094877957,427.27354361932345
1,2024-01-03 14:37:53.775002,109277,residential,25.871478856540513,43.5752129332014,128.2435370213621
2,2024-01-01 06:00:00.000000,212715,residential,69.69330355000906,23.715397925578312,634.767066276619
2,2024-01-01 06:10:34.767066,24263,residential,95.9011771614679,27.272885177968778,759.532925530391
2,2024-01-01 06:23:14.299992,148728,tertiary,63.559805384386074,30.64651788007216,447.9764395012914
2,2024-01-01 06:30:42.276432,177187,residential,63.732776578255674,42.93213028594941,320.6521467537933
2,2024-01-01 06:36:02.928579,122105,residential,25.70533793093774,14.236503542809736,390.00819101308156
2,2024-01-01 06:42:32.936770,257753,residential,88.61170236273347,24.918892967360403,768.0970312533871
2,2024-01-01 06:55:21.033801,36417,residential,84.12277674994075,45.96130345454205,395.3438743520128
2,2024-01-01 07:01:56.377675,253215,tertiary,155.00844764108194,16.51075171920134,2027.8800904949521
2,2024-01-01 07:35:44.257765,296512,primary,2.4776245365024328,20.32048676182431,26.336322852754336
2,2024-01-01 07:36:10.594088,248172,tertiary,126.76814358550043,17.67212606892335,1549.441131625896
2,2024-01-01 08:02:00.035220,88470,primary,30.545715769462063,27.95485508636201,236.018916421521
2,2024-01-01 08:05:56.054136,89921,residential,86.95744993860495,20.33519362865099,923.6602084907069
2,2024-01-01 08:21:19.714344,223957,unclassified,598.6138106012272,19.310932284350976,6695.719356576406
2,2024-01-01 10:12:55.433701,234520,residential,96.212314615087,49.00706502446811,424.05844843968686
2,2024-01-01 10:19:59.492149,22907,residential,37.98421594940441,26.935605675107663,304.60019143558975
2,2024-01-01 10:25:04.092340,286724,primary,23.563313834523953,20.72820487314552,245.5434910743823
2,2024-01-01 10:29:09.635831,149536,residential,137.55921381784987,20.10566447643904,1477.8317930986416
2,2024-01-01 10:53:47.467624,90190,residential,81.12522497916137,43.393922585203924,403.81342712432524
2,2024-01-01 11:00:31.281051,144998,residential,8.280435820690732,37.77068592042839,47.35349898164921
2,2024-01-01 11:01:18.634550,257526,residential,28.306758346027003,27.82047903944471,219.77550401173366
2,2024-01-01 11:04:58.410054,238555,tertiary,86.46546892931505,37.522163094034696,497.746924715576
2,2024-01-01 11:13:16.156979,271526,unclassified,26.538900491591413,49.429199672635534,115.97198708756876
2,2024-01-01 11:15:12.128966,260713,residential,7.9846453853645265,44.2573887356428,38.96938912371393
2,2024-01-01 11:15:51.098355,28430,residential,133.9362697771949,42.50789273408699,680.5850022453595
2,2024-01-01 11:27:11.683357,43044,residential,63.33298478775197,43.989987963582834,310.9781417871577
2,2024-01-01 11:32:22.661499,155449,residential,195.1948157061727,31.172133356261988,1352.5567759725886
2,2024-01-01 11:54:55.218275,196691,residential,17.363781222984805,37.19224247262865,100.84298484892184
2,2024-01-01 11:56:36.061260,89052,residential,41.947294980859766,44.34029368550001,204.34270869136526
2,2024-01-01 12:00:00.403969,118723,residential,174.10541987546512,45.05253901287989,834.7314383846207
2,2024-01-01 12:13:55.135407,302333,residential,127.61201480723325,23.895926690515402,1153.5102009374243
2,2024-01-01 12:33:08.645608,19142,residential,226.8229017701324,40.65446360693754,1205.125893580551
2,2024-01-01 12:53:13.771502,73889,tertiary,41.56734161975901,39.67655645263947,226.29347384482136
2,2024-01-01 12:57:00.064976,289475,residential,24.568428539505426,12.84670642301069,413.08490984333565
2,2024-01-01 13:03:53.149886,71702,residential,59.435712304930746,48.98784149620645,262.06735111730137
2,2024-01-01 13:08:15.217237,297790,residential,97.06042812646172,46.51432408211666,450.72250084305017
2,2024-01-01 13:15:45.939738,191324,residential,98.45012483009074,49.88158469490408,426.3141817439506
2,2024-01-01 13:22:52.253920,220988,unclassified,49.29542607403149,30.058533251285468,354.23591507198523
2,2024-01-01 13:28:46.489835,254479,residential,57.1850854113421,46.68478135293026,264.5825489782357
2,2024-01-01 13:33:11.072384,219371,residential,106.28400631790142,37.481187607009765,612.5031470553831
2,2024-01-01 13:43:23.575531,55782,tertiary,123.32157094978427,33.42530045415745,796.9250526763844
2,2024-01-01 13:56:40.500584,3096,residential,96.28457115481085,25.047871173425186,830.3087805523547
2,2024-01-01 14:10:30.809365,242922,secondary,110.53297434508411,20.88418927165234,1143.2151925066896
2,2024-01-01 14:29:34.024558,9913,primary,147.58062759987257,21.925575903446784,1453.8918248692944
2,2024-01-01 14:53:47.916383,115493,residential,77.19416372245453,28.29031761625729,589.3867856212526
2,2024-01-01 15:03:37.303169,67201,residential,568.1610440309294,32.9647645581771,3722.847323665736
2,2024-01-01 16:05:40.150493,121050,residential,24.918252523821426,25.238310082019243,213.26081372540148
2,2024-01-01 16:09:13.411307,298391,residential,179.4090356457635,21.437180062494924,1807.7168539197692
2,2024-01-01 16:39:21.128161,27440,secondary,67.71335791157946,17.442855748078525,838.5143763235185
2,2024-01-01 16:53:19.642537,46772,residential,84.42087901949714,23.548344592553093,774.3605838848634
2,2024-01-01 17:06:14.003121,118781,residential,196.8627730783923,19.63399105361607,2165.7521829776542
2,2024-01-01 17:42:19.755304,281719,residential,74.14829749805477,25.729869781401337,622.4684538107111
2,2024-01-01 17:52:42.223758,191524,primary,17.176677520388623,14.723445738480258,251.99008508635308
2,2024-01-01 17:56:54.213843,15601,residential,136.76026214902805,17.599644213331896,1678.455329330639
2,2024-01-01 18:24:52.669172,26738,residential,144.90751907524515,24.41127959713894,1282.1951424423237
2,2024-01-01 18:46:14.864314,268826,residential,40.04796158651315,15.326948231029244,564.3889163254482
2,2024-01-01 18:55:39.253230,300963,residential,66.71269590008201,12.183737189381311,1182.7193980330308
2,2024-01-01 19:15:21.972628,185353,primary,55.89422239527346,39.73048628551163,303.8762715014072
2,2024-01-01 19:20:25.848900,268704,primary,11.348937389022085,21.771829214271502,112.59368479805497
2,2024-01-01 19:22:18.442585,233074,residential,343.6448488949217,45.345610800074326,1636.9233108043484
2,2024-01-01 19:49:35.365896,172962,residential,10.496641208318664,44.615322789636366,50.81829199549114
2,2024-01-01 19:50:26.184188,247612,unclassified,5.80381612916497,36.831327573391796,34.036901911873905
2,2024-01-01 19:51:00.221090,18501,secondary,233.63128310393745,24.281914194607374,2078.269313778311
2,2024-01-01 20:25:38.490404,85351,residential,112.7379609358631,23.839863015613105,1021.4571931977256
2,2024-01-01 20:42:39.947597,161201,residential,78.21944336960323,22.21559874648794,760.5196673128283
2,2024-01-01 20:55:20.467264,62837,tertiary,46.82240677678127,46.94214757787461,215.44902365207614
2,2024-01-01 20:58:55.916288,207635,tertiary,249.87539746812618,6.397252148441396,8436.917070130661
2,2024-01-01 23:19:32.833358,203179,residential,76.6507269772146,30.04302384540668,551.0948935191726
2,2024-01-01 23:28:43.928252,198374,residential,37.00252143668045,41.799804987642545,191.21009374770642
2,2024-01-01 23:31:55.138346,265280,secondary,89.33656044616093,30.42257490840651,634.2887515099391
2,2024-01-01 23:42:29.427098,17720,tertiary,220.11923802469278,33.185276765013185,1432.7364436345617
2,2024-01-02 00:06:22.163542,130475,residential,32.99160974178352,31.80399561606079,224.06579947541456
2,2024-01-02 00:10:06.229341,300181,residential,32.58117065695715,42.453222773854336,165.7714633207293
2,2024-01-02 00:12:52.000804,42505,residential,101.85498405985872,9.438407485665236,2330.9733755766997
2,2024-01-02 00:51:42.974180,270353,tertiary,63.8173420240908,30.796204354914217,447.6053515667746
2,2024-01-02 00:59:10.579532,234252,residential,13.378698729547516,22.152792588171888,130.44851632499024
2,2024-01-02 01:01:21.028048,100479,residential,206.3915532167367,29.254891543581785,1523.8673993510542
2,2024-01-02 01:26:44.895447,32035,trunk,265.24657609006465,47.53325052658691,1205.330159430354
2,2024-01-02 01:46:50.225606,47095,primary,165.33036626903348,49.16386365888462,726.3741385723591
2,2024-01-02 01:58:56.599745,44957,residential,222.12468160255827,43.910968058976586,1092.641163403921
2,2024-01-02 02:17:09.240908,176985,residential,103.82558823931356,33.46935374733803,670.0555746904852
2,2024-01-02 02:28:19.296483,163810,tertiary,88.38055477278584,45.39479313807871,420.53721387945325
2,2024-01-02 02:35:19.833697,119032,residential,112.33010716200674,31.693800368801654,765.5536055839318
2,2024-01-02 02:48:05.387303,93896,tertiary,129.51426387026942,32.42028122035835,862.8882891494235
2,2024-01-02 03:02:28.275592,262489,tertiary,70.56445650050145,37.85147480231917,402.67711320919085
2,2024-01-02 03:09:10.952705,298032,residential,19.46547447519169,45.75966490998414,91.88315725021909
2,2024-01-02 03:10:42.835862,64159,residential,47.486435924711934,41.177314507567054,249.0951700566306
