segment_id,avg_speed_kmh,avg_travel_time_s,total_trips,highway,length_m,congestion_index
1138,26.11828963239715,534.7950849733292,1,residential,64.66635612646229,8.270066801467483
1165,46.34827854196136,382.2160014342224,1,primary,82.0141374892039,4.660367262711702
1173,15.874458969070455,2241.119708993938,1,unclassified,164.70630956110827,13.606762940447355
1225,26.53350403323377,1142.0885707080238,1,primary,140.294498598109,8.14065114541432
1249,26.19124588023641,414.89869169963924,1,unclassified,50.308859489322465,8.247030362270431
1320,37.433202454826144,2030.7850723761003,1,primary,351.9388368356172,5.770278411542955
1342,44.28792922515001,1110.3025902995143,1,secondary,227.65278952632232,4.877175424073315
1348,18.01025962103104,505.18398507179063,1,trunk,42.122660775601936,11.993164148937158
1369,28.836474269608406,515.8380375802259,1,residential,68.86551063873831,7.490513506626872
1484,20.795985087723874,751.9942902622489,1,unclassified,72.40028725160754,10.38662025813374
1513,43.2001041464041,193.70256751979213,1,primary,38.74060689944857,4.999987946047104
1535,35.737691443253695,384.24281215895223,1,primary,63.5738475010404,6.044038976131876
1548,24.695150921978108,959.5112952282159,1,residential,109.7003529953865,8.746656405641362
1623,28.719215373759166,34.228182839470854,1,residential,4.550956272310977,7.521096840178993
1624,25.410207556169233,245.7965472226948,1,residential,28.915468895918643,8.500520884079057
1637,21.851557641755665,529.176528010667,1,trunk,53.533941687450096,9.884878851256365
1646,23.528453304292675,902.0109761266733,1,tertiary,98.25427375812912,9.180373958563253
1660,40.68126544898068,494.89305439374135,1,residential,93.20775793818808,5.309569346383549
1741,22.172786060542236,1749.5560919963546,1,trunk,179.5950598553404,9.74167158832532
1742,26.231987675602007,383.3276756735729,1,unclassified,46.55299474067744,8.23422161794085
1756,46.02723871927513,61.23731171986468,1,residential,13.04900169007813,4.692873307421422
1774,45.171246501641306,745.866663046978,1,residential,155.98021710116518,4.781802954942845
1777,40.62868037883164,315.0316801691341,1,secondary,59.25611779073177,5.316441439543786
1783,21.45296905933211,969.6086305175747,1,unclassified,96.30085162108753,10.068536406434584
1860,18.005295450279206,1050.4938347944837,1,residential,87.56690677857164,11.996470738093361
1867,24.367168230391783,412.48538573559955,1,residential,46.532874012950934,8.864386618819148
1905,38.878464169301516,428.657564674929,1,residential,77.15531374589943,5.555775018771287
1996,29.31121274624116,2205.046654045816,1,unclassified,299.2249610746488,7.369193552992776
2034,14.853314073919819,734.5889162896971,1,primary,50.51425874477438,14.542209161204195
2040,46.638709500182884,644.1342499687207,1,tertiary,139.08143594170997,4.631345985230423
2046,27.21630685466708,677.3837211873814,1,primary,85.35131117681493,7.936418455061623
2051,23.44522682340545,225.4929465385571,1,primary,24.475617030900505,9.212962690741234
2097,39.44183436360164,142.7825722914799,1,unclassified,26.072252621895966,5.4764187184796
2250,12.772554973176534,725.5364599599335,1,primary,42.902566295750674,16.911260155358
2260,35.367797512415436,228.8641629479347,1,unclassified,37.4741730231065,6.107250527098156
2274,35.830819727501535,88.51234346609229,1,unclassified,14.682730659223386,6.028329846838856
2351,11.128970597595226,1669.6848280693216,1,secondary,86.02719147608481,19.408803186763187
2409,15.663793932165714,14898.28861340341,1,trunk,1080.3876054735274,13.789762616606083
2414,17.526132764254655,544.6245900101904,1,secondary,44.19056884813128,12.324453027112853
2468,39.148128580644624,387.74874489126273,1,primary,70.27610056475335,5.517505123010999
2494,15.381225412924657,1246.552608544973,1,tertiary,88.76623454212714,14.043094370003695
2503,5.732967169548896,2377.6260994608037,1,tertiary,63.1057980077379,37.67682486432172
2563,22.743951433280344,404.85252794483245,1,unclassified,42.62938070934279,9.497030480109782
2614,43.0749703924085,635.4971836350293,1,unclassified,126.73158504415682,5.014513023044763
2627,27.774597212505306,70.01183191571408,1,tertiary,9.002548294298991,7.776890456677717
2634,30.693372855480334,142.25596314378456,1,trunk,20.214422767072442,7.037349756803707
2647,37.55294470021435,380.2136367357325,1,unclassified,66.10250775279792,5.751879159526125
2656,41.96513931339944,668.2457998441503,1,secondary,129.82883373173058,5.147129344356337
2681,13.530026239844542,2179.697636532267,1,residential,136.53410285744772,15.964492320340229
2682,41.2933878071716,95.58881901239394,1,trunk,18.27401006253852,5.230861681987895
2731,44.79537432898453,115.87514103046836,1,tertiary,24.030881101313447,4.821926442977366
2791,37.3184315983608,379.54369374597593,1,residential,65.57396006318706,5.788024596657693
2841,34.02484826711542,370.4113367429175,1,trunk,58.34809967174614,6.34830163838706
2846,27.527338157577383,715.9489202133296,1,primary,91.24151865863293,7.846744889154574
2855,47.69200589822972,690.8498059654632,1,tertiary,152.53709731896174,4.52906091769182
2861,31.11212569400073,1055.1528639246453,1,residential,151.9817061518908,6.942630732610171
2886,44.30127908840666,106.07921110729959,1,trunk,21.75668859603003,4.875705723280701
2934,49.85196973146172,1532.737069302222,1,tertiary,353.74982400529495,4.332827793235255
3010,30.573889550644708,551.2004635855337,1,tertiary,78.02010228670495,7.064851844977153
3032,28.601693062670645,464.8507634093354,1,primary,61.5533280323238,7.552000489156753
3086,27.24826600025301,573.12522708313,1,primary,72.29939184729878,7.927109930517941
3096,25.047871173425186,830.3087805523547,1,residential,96.28457115481085,8.623487341677468
3118,13.2044525653324,811.5131585986444,1,primary,49.60919911508735,16.35811851580252
3187,39.176486354490635,88.46432561082581,1,residential,16.045006690517287,5.513511294645259
3212,31.01838166919901,89.56277151703473,1,primary,12.861538103086339,6.96361281202772
3250,45.99534691871985,16.690018300856355,1,primary,3.5539962121651447,4.6961272056867385
3255,37.50120371226889,69.39538858651795,1,primary,12.048197241088282,5.759815115730098
3328,29.01665612340529,495.8414696754123,1,primary,66.60954359858951,7.44400040726164
3357,27.12398968934892,655.7216523548713,1,residential,82.34160804424242,7.963430250263631
3376,31.518909348539005,519.6232432800473,1,primary,75.82387916822981,6.85302900590411
3412,27.91636244848305,999.1366341424222,1,trunk,129.1308352512836,7.737397750104698
3472,25.092470683819446,407.74883851566676,1,tertiary,47.367711929702764,8.608159902694828
3488,48.62508806436103,44.943549332918714,1,residential,10.117518723324661,4.442151337887524
3550,31.78149384571832,1574.4786902210508,1,residential,231.6633555716434,6.796408030678521
3560,4.66835090193581,3790.910236836257,1,residential,81.93194084857515,46.26901544835287
3567,38.74322406253462,246.65820832208354,1,residential,44.24228811058252,5.575168438521248
3614,20.829770869839518,436.37502793904986,1,trunk,42.081443728195495,10.369773213048509
3705,14.45130987417284,547.0832327643116,1,tertiary,36.602172794635614,14.946741982609613
3743,22.569057823811733,474.9049265894615,1,primary,49.621096060234365,9.570625485841365
3778,24.699455092477173,992.6655057168135,1,residential,113.51063463103509,8.745132197907804
3806,33.14248126659781,852.2307584514006,1,residential,130.7640830870092,6.517315292795914
3810,20.562310554814562,2644.1031257904524,1,residential,251.70772968268147,10.5046560513806
3838,21.79972072560969,269.36344895975986,1,primary,27.185407226897148,9.90838381458022
3853,31.903027471260017,417.91963743569255,1,residential,61.726396638379285,6.770517318288509
3897,20.394117850546237,1703.1686210080095,1,residential,160.8084332231003,10.591289193428615
3920,49.15708854199093,90.85132062595267,1,primary,20.67586301929056,4.394076345987999
3942,44.25390215487039,326.23862221951237,1,primary,66.83950030945383,4.880925511248458
3954,30.678547265597516,1158.386855260594,1,primary,164.52604579147686,7.0407505978035445
3958,20.624073711808006,1195.651477524344,1,primary,114.1629824356214,10.473197633905489
3991,15.57590798570505,695.380389059782,1,trunk,50.14435627342103,13.867570365607978
4120,40.11612026062133,1180.0204907182087,1,trunk_link,219.15668479467155,5.384369141300768
4133,31.41221788831945,2204.5150841636137,1,trunk,320.59587111960343,6.876305288851284
4141,32.867255501671465,518.0458525743321,1,residential,78.82752499139723,6.571890372441207
4172,16.20746119330002,855.5492347781571,1,residential,64.19574547048384,13.327195260494712
4176,47.81818935453286,347.1393536699068,1,residential,76.84988586202665,4.5171095542438096
4178,49.594495674757965,465.1958328477242,1,secondary,106.81089222260132,4.355322038488581
4292,7.169320872572901,1000.3174590885443,1,primary,33.20183721593792,30.12837670947801
4310,27.659974316549402,1126.9106673278525,2,trunk,135.0435096332384,8.344796950171125
4375,8.639326748200226,1522.5923948194484,1,primary,60.898950014675464,25.00194821836063
4378,34.92857503983542,804.0136877161875,1,primary,130.01413159467438,6.184048440386009
4463,48.35342737109877,566.9356627129664,1,residential,126.91334440313504,4.467108367360634
4484,20.369395870590964,2570.0581663434327,1,residential,242.36357500321526,10.604143656113909
4485,38.56748850943751,858.0964854204079,1,residential,153.21586269185323,5.600572097069389
4522,26.905384075916125,523.0503487637712,1,primary,65.15217835431086,8.02813293393379
4528,37.843806742429194,403.0690502712507,1,trunk,70.61882982555412,5.707671045625231
4531,46.15739347466025,330.47072406057185,1,trunk,70.61882982555412,4.679640329313242
4548,33.091197795871025,130.4749242748948,1,secondary,19.98875706750851,6.527415578379321
4549,13.329333341039094,1009.2653787931213,1,residential,62.28164196066482,16.204861449069412
4551,32.857215300166196,350.8035427859307,1,trunk,53.36309043230735,6.573898549427816
4587,5.708341899651893,1302.7393492107417,1,residential,34.42815560844869,37.8393592740428
4623,28.96906651897568,822.6094419541347,1,residential,110.32512797734626,7.4562292112006086
4654,26.107196443188222,427.94149694977773,1,secondary,51.72385521786982,8.273580829333277
4687,29.776112027656268,1363.5971898964822,1,residential,187.97510503219874,7.254137135143019
4769,27.819552934653746,614.8721937911223,1,residential,79.19198862601299,7.764323190504514
4782,30.37755141487615,979.3862967249681,1,residential,137.7377665916105,7.110513847874617
4798,27.653498271950617,739.189393461936,1,residential,94.635058401592,7.8109466612798215
4924,21.030226850708967,807.6301366899976,1,residential,78.6326156762025,10.270930576895715
4951,38.822051278867505,1144.412745542641,1,residential,205.68726986873128,5.563848196696861
4962,24.90757470609814,1441.6081981928587,1,residential,166.23594395098223,8.672060710395725
5039,23.611146305233433,1013.2150211075938,1,primary,110.75540787977582,9.148221658010877
5040,34.82620500239452,530.6541277674089,1,tertiary,85.55865481016036,6.2022261680578925
5056,28.523949713674444,924.9954819043277,1,secondary,122.15057690377361,7.5725838170458255
5064,12.675464884595527,1375.388217118022,1,residential,80.71150485539786,17.040795108233425
5102,21.87595702439427,2845.0126655902227,1,residential,288.1359944736532,9.873853736279266
5108,28.65651395211743,1847.7398632000943,1,tertiary,245.13788504480115,7.537553254415992
5155,27.258908843445717,221.2951264570722,1,tertiary,27.927146664778352,7.924014906118893
5202,29.679602526416474,472.4872437779095,1,trunk,64.9223777506037,7.27772549540541
5307,15.000584617722163,5097.509707112358,1,residential,354.00752639444005,14.399438788859655
5335,34.9401993871969,367.6116459848929,1,tertiary,59.464926887813874,6.18199105295171
5382,21.84730639995144,2163.5791240490184,1,secondary,218.8350742760993,9.8868023382727
5396,46.410036245830995,723.4844309771227,1,primary,155.44879011547536,4.65416572518629
5433,30.750558248214062,57.585414973236354,1,residential,8.198072487880012,7.0242627225326855
5456,12.464040812908756,5740.065878614796,1,residential,331.224145277036,17.329853395240264
5466,49.63747632080205,981.7015142264001,1,residential,225.598081789391,4.35155080415478
5579,34.957193580812444,241.6763479458069,1,residential,39.1126244400248,6.178985721512827
5673,20.581932511496017,807.9971834130698,1,primary,76.99140508558644,10.49464135009448
5680,29.95016288305095,442.0775312711592,1,primary,61.297657724575316,7.211980811037132
5734,24.89829516855626,1249.5990660267573,1,tertiary,144.04114068651126,8.675292767545933
5765,46.00497167096441,200.56324090417516,1,primary,42.71715840756199,4.695144723593565
5770,28.04274086922267,516.6833302696581,1,trunk,67.07970713981027,7.702528116182225
5794,31.51044483336483,780.2641635365877,1,trunk,113.82625407671853,6.854869905590429
5807,35.91509205759424,4818.010789785906,1,trunk,801.1078752298292,6.014184779301627
5852,37.414828524960974,31.388186179472132,1,trunk,5.436961127844906,5.773112119327167
5853,21.265401337123276,1198.2614634592965,1,trunk,117.96995799662321,10.157344156158771
5868,44.50870421624574,298.0613032424472,1,residential,61.41815918669819,4.852983338956871
5924,21.20778352478765,10590.92202016196,1,motorway,1039.8610256088034,10.184939871134542
6013,35.89732505855498,3259.2232060952224,1,residential,541.6546058684534,6.017161436058682
6081,31.43308320249853,516.4437106031875,1,residential,75.15471354072714,6.871740790061306
6156,17.166736215649696,641.0606519388042,1,secondary,50.9486995836383,12.582473295249224
6242,31.49487742782226,750.8739868926292,1,primary,109.48464898575729,6.858258156267271
6250,28.88714183006236,1109.0677805934795,1,tertiary,148.32314017202,7.477375272039287
6303,41.408265865884324,364.25041156444723,1,residential,69.82860131397416,5.216349815266214
6338,48.99191550571625,360.7284694978784,1,residential,81.81841989882594,4.408890686766425
6382,40.27398881830149,350.91594227234566,1,secondary,65.42955895944527,5.363263146704861
6391,18.628809359823553,872.5645352841115,1,secondary,75.25388139792011,11.594943929473219
6431,30.991884473632204,766.8317367965655,1,residential,110.02574350700877,6.969566506475981
6453,35.94109687294809,453.6889169745008,1,primary,75.49109868131221,6.009833277029935
6472,30.94580912594203,909.7985013910643,1,secondary,130.34467947738878,6.979943523884987
6600,29.85785027152182,750.4025815990842,1,residential,103.72874039235597,7.234278356805182
6613,28.57015569361553,934.792463558829,1,primary,123.64428807913964,7.5603368184748385
6631,41.386992816782346,363.2044865648306,1,primary,69.59232165037852,5.2190310360605
6633,37.67837866609474,1513.8495914416003,1,primary,264.0712877307844,5.732730750284904
6639,49.981807230112466,132.54886806308107,1,primary,30.67144431527096,4.321572427454501
6657,38.56373423165043,772.0152812788638,1,primary,137.83237097227294,5.601117327033185
6660,42.70434323641331,734.0140103201577,1,primary,145.11845480114923,5.058033530786636
6730,33.23473910978733,441.92419265170037,1,primary,67.99645948649379,6.499223577066983
6766,44.6455392491799,220.051030615056,1,primary,45.48285613031004,4.838109330350798
6778,20.22331153647964,1244.8053053815815,1,residential,116.54669209719628,10.680743339703309
6789,43.45150322884048,314.9905916705056,1,residential,63.36488292141363,4.971059317842709
6839,26.39680961388499,192.73126218055148,1,primary,23.5531964556656,8.182807057349152
6851,46.805646164650064,132.71800050550854,1,residential,28.759035978429075,4.614827861582517
6866,20.34301353142943,339.0946803287028,1,tertiary,31.936146622048785,10.61789590152342
6927,35.099125620725026,512.1568856847275,1,tertiary,83.22342068596092,6.153999456683279
6935,39.3650090700024,815.3863808396482,1,residential,148.60042720976475,5.487106572638897
6937,34.16846524139631,238.2210612840195,1,primary,37.68355579746093,6.3216184418581465
6944,40.59539053955727,407.9415202721544,1,primary,76.66919135531865,5.3208011335553875
6975,32.11136824772733,120.92606532198289,1,primary,17.97732136251353,6.726589734004477
7086,24.001501193672375,2382.4903088368405,1,secondary,264.737703664168,8.999437087582884
7103,43.285872371489155,655.7139150427981,1,unclassified,131.40346684607425,4.990080785394346
7115,12.641037380977131,1411.4274533713667,1,secondary,82.60142221576298,17.087205226134973
7175,37.55468895071016,431.7691053486288,1,secondary,75.0692335643248,5.751612009980859
7333,45.41781778704797,391.5580090846931,1,secondary,82.33199217438826,4.755842762256134
7361,11.6170634227914,2323.025454176216,1,residential,124.9385834903884,18.593339137344454
7479,12.822125530323289,2452.030820585108,1,tertiary,145.5566990081661,16.84588093363908
7592,49.10395940627879,416.3708343470566,1,tertiary,94.65489142470508,4.39883061593564
7599,44.336351143353525,538.9883513184382,1,primary,110.63322595477533,4.871848819980771
7883,10.823912326828783,820.6615839123527,1,unclassified,41.12393071418401,19.955815741837615
7910,9.875730833690906,1755.4299158061403,1,secondary,80.25996919402837,21.87179902302717
7913,49.88208710856969,593.99153922892,1,residential,137.17378565541844,4.330211755772573
7983,25.38998109061876,321.37435030337156,1,primary,37.77633646857636,8.507292669068152
8002,23.14447076142645,3090.3315097913533,1,residential,331.13003366426307,9.332682618951681
8019,49.310269831330125,331.43169690472854,1,tertiary,75.66197409735085,4.380426242623413
8048,43.177453656231165,505.50280345118637,1,residential,101.04779569031729,5.002610893169886
8116,34.03433943606875,742.938700089931,1,tertiary,117.06216619931661,6.346531285137522
8131,31.63576469623074,357.6091210809722,1,primary,52.3761018877015,6.827715469312978
8205,18.264543242862665,788.1033039545838,1,residential,66.64049479130293,11.826192263768082
8217,33.641151068966536,933.960018989536,1,tertiary,145.46060227408256,6.420707768208824
8244,23.733017228290095,759.4528144660035,1,trunk,83.44493856386602,9.101244815283113
8273,19.870844600235955,118.07928004739628,1,residential,10.86266214967386,10.870197233460077
8299,27.021644621833047,346.4163422181716,1,residential,43.336755975068215,7.9935919157739015
8307,14.563849742406875,1349.2265842415036,1,residential,90.97191315441727,14.83124337454906
8311,33.23565390076928,119.63988362964514,1,residential,18.40884150482962,6.499044689925611
8344,26.268177089139684,158.8557130092401,1,secondary,19.318750004390136,8.222877410450497
8394,30.739205255431656,609.303579346014,1,secondary,86.71068420549217,7.026857012246032
8415,42.20596953361755,391.8346534292483,1,tertiary,76.56371039282614,5.117759463574305
8416,22.331228108407224,3261.7667381320744,1,residential,337.2187827113089,9.672553562725048
8432,29.335939779349502,269.16339455634716,1,residential,36.55630154402912,7.362982117656556
8455,43.74510624610179,340.72083668030115,1,residential,69.00402407796513,4.937695174057286
8479,29.793878661824984,639.1197510676102,1,residential,88.15674219298225,7.249811360639045
8548,14.415201697618805,4491.9057417494505,1,residential,299.77651515745526,14.984181597381344
8592,26.598856342749116,184.50663417678825,1,unclassified,22.72067341089146,8.120649896245704
8639,30.721186014384962,2004.1813678483804,1,residential,285.0501324455305,7.030978553329928
8659,37.921915111500006,769.4315139585775,1,residential,135.0847988724542,5.695914865188255
8660,42.70024967816026,570.6507303205573,1,residential,112.80985492459395,5.058518430876453
8700,35.48881938283504,382.7087828783741,1,secondary,62.87908736942245,6.086423942986203
8725,21.01243330222903,364.837093525131,1,primary,35.49127358275884,10.279628108425044
8739,27.865211274777828,889.0717863429745,1,trunk,114.69524613375518,7.751601014972824
8783,21.1499340757043,107.84029312511835,1,trunk,10.559329121763339,10.212797790614724
8802,32.52498054822979,230.59323188834085,1,primary,34.72240917463763,6.641049321450125
8806,48.86892094761036,58.84724804894108,2,trunk,13.310563380992187,4.421093710652128
8808,49.79995580818148,155.64949855308748,1,trunk,35.885824766247055,4.337353246496536
8895,40.653769112285964,357.1195320626109,1,residential,67.21414352759716,5.313160494501917
9049,41.80921862651836,718.4600816581865,1,residential,139.06599365033958,5.1663247268390124
9095,20.329969687212216,505.413675631093,1,residential,47.569651412419574,10.62470841438915
9157,49.61123119347053,816.5272138510189,1,unclassified,187.54129806538543,4.353852843475257
9171,18.581295481956047,775.5989423228481,1,trunk,66.72052371663624,11.624593140438114
9173,25.778736460144053,1808.4830441309018,1,trunk_link,215.8352212374518,8.378998727651098
9191,21.55250766918816,173.2192066288272,1,trunk,17.283834626474473,10.022035640372252
9192,36.856307679669854,160.6693147673778,1,primary,27.41517453587129,5.860597916571737
9204,29.79231307394686,357.38440107350317,1,primary,49.2930924283648,7.250192338670416
9212,24.282979441293854,653.2101472729713,1,primary,73.434669338306,8.895119337484848
9218,32.151209568425244,1159.5003829530785,1,unclassified,172.58953614348957,6.718254239869323
9225,36.31515505216356,1046.9594966731954,1,unclassified,176.02081692139916,5.947929994784126
9258,42.823390863725244,401.7989822884158,1,residential,79.65923549622151,5.04397236284642
9309,19.272963938667903,245.49781543291644,1,residential,21.904956221575677,11.207409544654054
9320,44.737487630316764,134.63108862463662,1,secondary,27.884521583336852,4.828165626663972
9326,37.636713072551046,387.8495335937982,1,primary,67.58047042218763,5.739077150112019
9327,28.47052682709508,407.69741032535273,1,primary,53.73777804632012,7.586793223455044
9334,25.10910420815983,117.96011331246156,1,primary,13.71237397022657,8.602457427764604
9385,16.678350035868355,1146.4842919257114,1,primary,88.5253070896375,12.950921376243556
9402,12.118898802838137,875.9830044652789,1,primary,49.14791381537418,17.82340157419375
9471,28.783567110080234,284.0768530038089,1,residential,37.85530167988671,7.504281841577416
9493,32.42894736619844,281.22692340588134,1,tertiary,42.22172730132985,6.660715735261347
9513,41.113435221230304,206.201783838151,1,primary,39.24844297375905,5.253757046515567
9539,48.73167543454997,174.69560027970454,1,primary,39.413005984603885,4.432435332335393
9553,12.85402480421988,644.6384346818955,1,primary,38.36202976460446,16.80407524412811
9577,37.96024815109449,230.50754212754632,1,trunk,40.509831017872806,5.690163013167029
9600,47.16697988298598,330.2568956656543,1,secondary,72.11676089851537,4.579474889761073
9645,9.56538595597984,1260.5157375412991,1,residential,55.82092376467181,22.581420236887226
9684,14.334212035364093,2460.2912687357502,1,unclassified,163.27007738339438,15.068843649522137
9701,49.339577157177516,723.5545194764383,1,trunk,165.27719463487145,4.377824303437064
9703,31.72542528365128,519.2707622613185,1,trunk,76.26891560234309,6.808419369284514
9735,15.459671703545501,1218.8101747703695,1,primary,87.23335727264272,13.971836151634633
9747,26.712636721677885,122.24871712428642,1,primary,15.118451714038082,8.086060625558213
9757,42.127004266502254,146.11770110134765,1,primary,28.497689896796174,5.127352484728061
9818,44.52756514083171,78.8674354648132,1,trunk,16.25821699143431,4.850927718972182
9844,46.30532618146739,308.5293041519394,1,tertiary,66.14143548748478,4.664690173080973
9864,49.95760509382948,451.5836772368514,1,primary,104.44462506582396,4.323666028311659
9913,21.925575903446784,1453.8918248692944,1,primary,147.58062759987257,9.851508619485974
9916,32.21428584168523,3441.133704590018,1,secondary,513.2114110144448,6.705099751753502
9997,34.501903242948366,988.490514512718,1,residential,157.8926115198613,6.2605241942456304
10005,41.91515775874547,425.30524127319285,1,primary,82.53118649808883,5.153267017226774
10014,29.385843248769227,390.33660443430716,1,primary,53.10356607483051,7.350478193578697
10018,17.215748504828152,1102.3208707651845,1,primary,87.8577726051694,12.54665168577613
10024,24.240924978927993,574.4366050333977,1,residential,64.46701225816982,8.910551069637947
10031,37.836412788618105,666.8736450893167,1,primary,116.81530793263792,5.70878643297223
10032,35.06488575408408,147.378494223955,1,primary,23.92504658598112,6.16000866265027
10063,25.727180360500043,882.2079511175597,1,secondary,105.07742163828085,8.395789860113599
10109,20.905893018173906,450.84336650030593,1,secondary,43.63557031485539,10.332014987937944
10126,24.020942210086474,1426.535060060245,1,residential,158.64220480726567,8.99215351799568
10168,44.010071620588164,258.7688399615884,1,primary,52.72423694391677,4.90796747303983
10222,11.904635776073924,1883.687069513181,1,tertiary,103.81763184562253,18.14419223426552
10239,14.878109325254874,1630.2687390853177,1,primary,112.2931320817443,14.517973707408537
10281,29.436973465344373,1063.9149847089284,1,primary,144.99276469564347,7.337710864002135
10299,42.18379251941295,97.72571227152939,1,trunk,19.085375788305754,5.120449990374787
10323,47.345426452104675,1415.4863286832408,1,residential,310.2629808732965,4.562214688645983
10349,19.739635026882784,1115.6898379316717,1,residential,101.95976946283889,10.942451555250969
10469,34.116693563913955,758.610311043042,1,unclassified,119.82071998278201,6.331211422799435
10485,41.37953618851044,959.8611873308807,1,primary,183.88245711622582,5.219971509974903
10506,31.088129898012703,551.8165610065683,2,primary,79.11824155106865,6.974580705896831
10515,34.08111561180657,389.53726996181393,1,residential,61.46233672535225,6.337820699894345
10535,27.154347290102912,851.7433086722667,1,residential,107.07654447087063,7.954527416636769
10539,36.782087818594746,628.7988251176895,1,residential,107.07654447087062,5.8724235846885176
10561,32.184374199911275,204.5822549257799,1,residential,30.483110403671027,6.711331364044216
10590,26.32109463759157,741.191620619656,1,secondary,90.31932773573998,8.206345631671054
10630,23.899499437870247,1126.7111107637286,1,residential,124.66588684416617,9.037846192616676
10639,24.57019650412571,653.9610313727485,1,secondary,74.38866225402384,8.791138482092737
10640,41.49857180677951,642.4443539403952,1,secondary,123.4283479345165,5.204998403456204
10644,37.286203472169454,867.5939528969091,1,residential,149.7652067543424,5.793027444084595
10676,10.032476306469762,2071.339180545513,1,residential,96.20676505317294,21.53007825801746
10725,8.529287428663004,5250.573604419961,1,tertiary,207.33171961781932,25.324507094710345
10735,11.697106462703356,3763.709715072595,1,residential,203.81719088849562,18.466105330298888
10799,4.068782632900587,1781.2459832969255,1,trunk_link,33.55325334149287,53.087131824984255
10809,11.48761510259816,370.1936421811409,1,trunk,19.688157753730984,18.80285838887022
10843,27.916925578938905,755.5726426145685,1,trunk,97.65400570996812,7.737241674024261
10913,40.90613425387444,604.4680392761856,1,trunk,114.47430910559211,5.280381633215352
10959,14.63967130619499,855.2343493099934,1,trunk,57.96458223919375,14.754429623607498
10983,49.30846878773052,462.12537446615016,1,residential,105.49395649482614,4.380586242291659
10984,28.880378545506247,411.82123731229615,2,trunk,49.67295845997764,8.29065250148343
11056,24.493460895931367,1937.7455675611484,1,residential,219.7319226172376,8.818680255834323
